Age,Education,Relationship_Status,Income,Children,Wine ($),Fruit ($),Meat ($),Fish ($),Sweets ($),Gold_Products ($),Discount_Purchases,Web_Purchases,Catalog_Purchases,Store_Purchases,Days_Enrolled,Avg_Purch_Freq,Avg_Spend ($),Accept_One,Accept_Rate,Cust_Accept (%)
27,2n Cycle,Single,23830.0,0,1,8,6,4,8,16,1,1,0,3,618.0,123.6,8.6,0,(0/6),0.0
55,Master,Widow,33051.0,0,100,71,243,108,94,219,3,9,1,8,472.0,22.476190476190474,39.76190476190476,1,(1/6),16.666666666666664
56,Graduation,Married,72905.0,0,407,114,445,181,165,203,1,3,7,9,745.0,37.25,75.75,1,(1/6),16.666666666666664
63,PhD,In-Relationship,69702.0,1,664,9,240,50,19,57,2,7,7,10,183.0,7.038461538461538,39.96153846153846,0,(0/6),0.0
39,Graduation,Divorced,70300.0,1,1045,61,338,60,46,46,3,5,5,13,195.0,7.5,61.38461538461539,0,(0/6),0.0
30,PhD,Married,70643.0,0,1218,107,304,23,143,33,1,5,8,4,529.0,29.38888888888889,101.55555555555556,1,(1/6),16.666666666666664
45,PhD,Married,30396.0,1,15,0,6,0,1,12,2,1,1,2,164.0,27.333333333333332,5.666666666666667,1,(2/6),33.33333333333333
46,PhD,Divorced,50616.0,1,128,0,16,0,1,4,2,4,0,4,726.0,72.6,14.9,0,(0/6),0.0
45,Master,Single,62772.0,1,581,49,157,43,8,108,1,5,6,11,284.0,12.347826086956522,41.130434782608695,1,(1/6),16.666666666666664
29,PhD,Single,30298.0,0,6,3,12,6,1,0,1,1,1,3,357.0,59.5,4.666666666666667,0,(0/6),0.0
30,Graduation,Single,52413.0,1,185,8,133,56,56,12,2,7,1,7,416.0,24.470588235294116,26.470588235294116,0,(0/6),0.0
57,PhD,Married,44155.0,2,22,1,9,0,0,14,1,1,1,2,611.0,122.2,9.2,0,(0/6),0.0
43,PhD,Divorced,86979.0,0,584,100,835,65,83,35,1,5,5,5,790.0,49.375,106.375,1,(2/6),33.33333333333333
39,Graduation,In-Relationship,76532.0,2,355,30,177,90,138,30,4,9,5,7,181.0,7.24,32.8,0,(0/6),0.0
32,Graduation,Married,42081.0,1,175,10,110,54,6,27,2,6,3,4,641.0,42.733333333333334,25.466666666666665,1,(1/6),16.666666666666664
26,PhD,Married,67546.0,0,864,134,768,150,38,172,1,4,10,5,149.0,7.45,106.3,0,(0/6),0.0
25,Master,In-Relationship,88420.0,0,957,153,612,99,95,153,1,4,7,8,157.0,7.85,103.45,1,(3/6),50.0
29,Graduation,Married,31158.0,1,25,6,16,20,0,5,2,2,0,3,375.0,53.57142857142857,10.285714285714286,0,(0/6),0.0
46,Graduation,Divorced,61671.0,1,641,7,56,0,0,28,8,10,4,6,781.0,27.892857142857142,26.142857142857142,1,(2/6),33.33333333333333
40,Graduation,Single,69719.0,0,273,86,208,177,14,43,1,2,3,5,213.0,19.363636363636363,72.81818181818181,0,(0/6),0.0
65,Graduation,Divorced,49160.0,1,122,21,43,25,10,15,2,3,1,6,155.0,12.916666666666666,19.666666666666668,0,(0/6),0.0
36,Basic,In-Relationship,24882.0,1,1,4,10,29,0,36,1,1,1,2,504.0,100.8,16.0,1,(1/6),16.666666666666664
60,PhD,Single,90933.0,0,1020,31,430,62,63,79,1,4,6,4,614.0,40.93333333333333,112.33333333333333,1,(1/6),16.666666666666664
69,PhD,Single,113734.0,0,6,2,3,1,262,3,0,27,0,0,200.0,7.407407407407407,10.25925925925926,0,(0/6),0.0
64,PhD,In-Relationship,59292.0,1,378,14,68,19,14,14,2,3,5,8,226.0,12.555555555555555,28.166666666666668,0,(0/6),0.0
50,PhD,Married,45759.0,2,42,1,18,3,0,4,2,2,0,3,371.0,53.0,9.714285714285714,0,(0/6),0.0
31,Graduation,Single,22148.0,0,15,5,14,0,4,11,1,1,0,3,278.0,55.6,9.8,0,(0/6),0.0
27,Master,Married,73395.0,0,272,7,80,20,7,11,1,4,4,6,537.0,35.8,26.466666666666665,0,(0/6),0.0
43,Graduation,Divorced,29819.0,1,9,1,24,2,1,2,3,3,0,3,419.0,46.55555555555556,4.333333333333333,0,(0/6),0.0
46,Graduation,Married,45688.0,1,279,0,18,0,0,9,2,3,1,8,267.0,19.071428571428573,21.857142857142858,1,(1/6),16.666666666666664
60,Graduation,Married,62820.0,0,398,61,265,138,61,53,1,3,4,6,590.0,42.142857142857146,69.71428571428571,0,(0/6),0.0
43,PhD,Married,60491.0,1,637,47,237,12,19,76,4,6,11,7,399.0,14.25,36.714285714285715,0,(0/6),0.0
28,Graduation,In-Relationship,33235.0,1,45,0,16,2,1,6,1,3,0,3,193.0,27.571428571428573,10.0,0,(0/6),0.0
55,Graduation,Married,35701.0,0,21,1,9,7,3,5,1,1,0,3,719.0,143.8,9.2,0,(0/6),0.0
34,Master,Married,31535.0,1,15,4,13,0,0,19,1,1,1,2,746.0,149.2,10.2,1,(1/6),16.666666666666664
54,2n Cycle,In-Relationship,92556.0,0,493,183,352,184,23,28,0,3,5,13,799.0,38.04761904761905,60.142857142857146,0,(0/6),0.0
44,Graduation,Single,67384.0,1,957,40,175,158,53,107,2,7,8,5,643.0,29.227272727272727,67.72727272727273,1,(1/6),16.666666666666664
43,Master,In-Relationship,80573.0,0,829,138,430,60,92,15,1,4,6,13,797.0,33.208333333333336,65.16666666666667,0,(0/6),0.0
47,Graduation,Married,77870.0,1,1017,50,500,65,50,133,3,5,5,5,621.0,34.5,100.83333333333333,1,(3/6),50.0
51,PhD,Widow,52278.0,1,953,0,71,0,0,174,6,10,5,10,517.0,16.677419354838708,38.645161290322584,0,(0/6),0.0
46,Graduation,Single,57107.0,1,159,0,120,0,0,137,7,4,4,8,617.0,26.82608695652174,18.08695652173913,1,(3/6),50.0
24,Graduation,Married,18929.0,0,32,0,8,23,4,18,1,1,0,4,673.0,112.16666666666667,14.166666666666666,0,(0/6),0.0
33,PhD,Single,36038.0,1,23,0,15,0,2,7,2,3,0,3,130.0,16.25,5.875,0,(0/6),0.0
38,Graduation,Single,20180.0,0,18,42,24,15,20,18,1,2,1,4,284.0,35.5,17.125,0,(0/6),0.0
49,PhD,In-Relationship,34230.0,2,15,0,4,0,0,2,1,1,0,2,740.0,185.0,5.25,0,(0/6),0.0
37,2n Cycle,Single,31878.0,1,23,4,5,10,5,23,1,1,0,4,394.0,65.66666666666667,11.666666666666666,0,(0/6),0.0
42,2n Cycle,Married,70932.0,1,200,193,100,46,185,185,2,6,2,12,660.0,30.0,41.31818181818182,0,(0/6),0.0
58,Graduation,Single,91249.0,0,1324,27,119,71,108,27,0,7,9,6,420.0,19.09090909090909,76.18181818181819,1,(5/6),83.33333333333334
71,Master,Single,77598.0,0,1193,33,281,129,66,33,1,7,5,13,706.0,27.153846153846153,66.73076923076923,1,(1/6),16.666666666666664
55,Graduation,Single,80982.0,2,505,137,401,104,22,22,3,11,5,11,494.0,16.466666666666665,39.7,0,(0/6),0.0
37,Master,Married,22701.0,1,2,4,9,0,4,5,1,1,0,3,716.0,143.2,4.8,0,(0/6),0.0
45,PhD,Married,55212.0,1,1103,0,45,0,0,34,3,4,2,11,500.0,25.0,59.1,1,(2/6),33.33333333333333
44,Graduation,Married,70617.0,0,353,61,753,40,46,27,1,3,3,7,344.0,24.571428571428573,91.42857142857143,0,(0/6),0.0
57,Graduation,Single,64849.0,0,652,48,350,94,84,108,1,9,3,6,397.0,20.894736842105264,70.3157894736842,1,(1/6),16.666666666666664
49,Master,Married,62694.0,2,379,6,157,25,91,91,5,9,3,7,296.0,12.333333333333334,31.208333333333332,0,(0/6),0.0
40,PhD,Married,61917.0,2,46,4,36,2,2,1,1,2,0,4,212.0,30.285714285714285,13.0,0,(0/6),0.0
67,PhD,Married,67472.0,1,162,31,127,8,17,69,2,4,2,7,570.0,38.0,27.6,0,(0/6),0.0
32,Master,Married,21059.0,1,8,3,19,3,3,8,3,3,0,3,784.0,87.11111111111111,4.888888888888889,0,(0/6),0.0
46,Master,Married,29543.0,2,17,3,18,3,4,18,2,3,1,2,599.0,74.875,7.875,0,(0/6),0.0
63,Graduation,Married,75903.0,1,340,108,185,130,38,100,2,6,6,9,710.0,30.869565217391305,39.17391304347826,0,(0/6),0.0
39,2n Cycle,In-Relationship,34984.0,2,8,4,15,3,5,3,2,1,0,3,221.0,36.833333333333336,6.333333333333333,0,(0/6),0.0
58,PhD,Single,54998.0,1,154,22,202,39,30,8,5,4,2,9,425.0,21.25,22.75,1,(1/6),16.666666666666664
65,PhD,Widow,54356.0,1,710,15,30,20,0,0,3,11,2,8,266.0,11.083333333333334,32.291666666666664,1,(1/6),16.666666666666664
55,Master,Married,34242.0,1,8,2,4,0,0,1,1,0,0,3,654.0,163.5,3.75,0,(0/6),0.0
41,Graduation,Married,25410.0,1,2,2,4,13,13,4,1,1,0,4,814.0,135.66666666666666,6.333333333333333,0,(0/6),0.0
30,PhD,Married,73356.0,0,1050,14,322,0,14,112,1,5,11,5,188.0,8.545454545454545,68.72727272727273,1,(4/6),66.66666666666666
64,Graduation,In-Relationship,28320.0,1,19,1,14,3,2,4,1,1,0,3,776.0,155.2,8.6,0,(0/6),0.0
37,Graduation,Single,23763.0,1,22,0,6,6,2,6,1,1,0,3,631.0,126.2,8.4,0,(0/6),0.0
30,Graduation,Married,72570.0,0,274,83,216,151,141,224,1,4,6,12,727.0,31.608695652173914,47.34782608695652,0,(0/6),0.0
38,Master,Married,34529.0,1,68,6,38,3,6,41,2,2,2,3,132.0,14.666666666666666,18.0,0,(0/6),0.0
63,Graduation,Widow,70792.0,0,344,45,654,104,11,114,2,3,4,10,578.0,30.42105263157895,66.94736842105263,0,(0/6),0.0
32,Graduation,Married,63211.0,0,145,193,459,205,26,145,2,3,8,7,625.0,31.25,58.65,1,(1/6),16.666666666666664
40,Master,Married,83891.0,1,217,38,350,111,85,15,1,4,7,10,479.0,21.772727272727273,37.09090909090909,0,(0/6),0.0
46,Graduation,Single,36065.0,2,18,7,34,10,2,3,3,3,0,3,407.0,45.22222222222222,8.222222222222221,0,(0/6),0.0
60,Graduation,In-Relationship,39898.0,1,69,8,26,12,7,12,2,3,0,4,171.0,19.0,14.88888888888889,0,(0/6),0.0
74,PhD,Single,51141.0,0,144,0,7,0,0,6,1,3,1,4,808.0,89.77777777777777,17.444444444444443,0,(0/6),0.0
38,Graduation,Married,56939.0,1,256,34,103,90,29,49,2,3,3,10,341.0,18.944444444444443,31.166666666666668,0,(0/6),0.0
63,Graduation,Single,80872.0,0,483,72,567,94,12,108,1,4,4,10,180.0,9.473684210526315,70.3157894736842,0,(0/6),0.0
38,PhD,In-Relationship,72335.0,0,1285,105,653,28,21,0,1,10,4,8,286.0,12.434782608695652,90.95652173913044,1,(1/6),16.666666666666664
50,PhD,Single,61798.0,0,338,4,89,11,8,13,1,4,2,9,738.0,46.125,28.9375,0,(0/6),0.0
64,PhD,Widow,76842.0,0,605,10,345,84,54,32,1,1,8,7,555.0,32.64705882352941,66.47058823529412,0,(0/6),0.0
38,Graduation,In-Relationship,29478.0,1,8,0,7,3,1,1,1,1,0,3,176.0,35.2,4.0,0,(0/6),0.0
58,Graduation,Single,46998.0,1,172,41,86,45,6,27,5,5,3,5,484.0,26.88888888888889,20.944444444444443,1,(1/6),16.666666666666664
24,Graduation,Single,96843.0,0,448,71,951,40,17,17,1,6,11,10,478.0,17.071428571428573,55.142857142857146,1,(2/6),33.33333333333333
64,PhD,Widow,56551.0,2,67,4,32,17,2,16,3,2,1,4,135.0,13.5,13.8,0,(0/6),0.0
49,Master,Married,70053.0,1,512,53,98,81,179,89,3,8,5,10,542.0,20.846153846153847,38.92307692307692,0,(0/6),0.0
52,PhD,Widow,71670.0,0,1462,16,128,0,0,160,1,5,3,6,298.0,19.866666666666667,117.73333333333333,1,(4/6),66.66666666666666
36,Graduation,Married,44359.0,2,20,0,14,7,3,1,3,2,0,4,432.0,48.0,5.0,0,(0/6),0.0
62,Graduation,Single,40887.0,2,50,4,44,10,10,43,3,3,1,3,373.0,37.3,16.1,1,(1/6),16.666666666666664
48,Graduation,Divorced,48877.0,1,102,1,15,2,0,24,1,3,0,4,244.0,30.5,18.0,0,(0/6),0.0
67,Graduation,In-Relationship,74485.0,0,499,149,815,173,49,49,1,6,7,12,610.0,23.46153846153846,66.6923076923077,0,(0/6),0.0
42,Graduation,In-Relationship,64474.0,1,381,35,172,56,86,93,2,8,2,10,280.0,12.727272727272727,37.40909090909091,0,(0/6),0.0
51,Graduation,In-Relationship,77226.0,1,631,43,239,128,76,21,2,6,8,12,623.0,22.25,40.642857142857146,0,(0/6),0.0
65,Graduation,Widow,72643.0,0,526,80,553,123,94,53,1,3,10,7,219.0,10.428571428571429,68.04761904761905,1,(2/6),33.33333333333333
36,Master,In-Relationship,85738.0,0,913,26,376,17,26,13,1,3,6,11,667.0,31.761904761904763,65.28571428571429,1,(2/6),33.33333333333333
48,Graduation,Divorced,55686.0,1,673,0,199,37,47,26,2,6,3,5,571.0,35.6875,61.375,1,(1/6),16.666666666666664
31,Graduation,Single,39062.0,1,23,0,9,0,0,12,1,1,0,3,357.0,71.4,8.8,1,(1/6),16.666666666666664
43,Graduation,In-Relationship,34600.0,2,199,33,60,8,3,15,5,5,2,5,390.0,22.941176470588236,18.705882352941178,1,(1/6),16.666666666666664
39,Graduation,Married,40794.0,1,261,23,73,4,23,50,2,6,3,5,819.0,51.1875,27.125,0,(0/6),0.0
43,2n Cycle,Married,54690.0,2,111,16,37,7,9,18,3,3,1,5,405.0,33.75,16.5,0,(0/6),0.0
45,Graduation,Married,4428.0,1,16,4,12,2,4,321,0,25,0,0,203.0,8.12,14.36,0,(0/6),0.0
51,2n Cycle,Married,32632.0,0,63,151,137,153,19,53,2,4,4,8,694.0,38.55555555555556,32.0,0,(0/6),0.0
46,PhD,Single,38236.0,2,58,0,18,2,0,10,4,3,0,4,610.0,55.45454545454545,8.0,0,(0/6),0.0
35,Graduation,Married,36781.0,1,29,1,17,0,3,13,1,2,1,2,772.0,128.66666666666666,10.5,1,(1/6),16.666666666666664
30,Master,Single,31385.0,1,3,2,12,0,1,9,1,1,0,2,260.0,65.0,6.75,1,(2/6),33.33333333333333
30,Graduation,Married,24570.0,1,28,34,62,11,14,44,3,4,0,4,507.0,46.09090909090909,17.545454545454547,0,(0/6),0.0
40,PhD,Divorced,25509.0,1,40,3,30,10,7,11,3,3,0,3,625.0,69.44444444444444,11.222222222222221,1,(1/6),16.666666666666664
63,Graduation,Married,94642.0,0,879,143,797,106,143,143,0,5,7,9,675.0,32.142857142857146,105.28571428571429,1,(2/6),33.33333333333333
52,Master,Married,58646.0,1,62,1,44,6,5,22,1,2,1,4,631.0,78.875,17.5,0,(0/6),0.0
39,Graduation,Single,53201.0,2,280,7,81,20,0,27,8,6,3,5,495.0,22.5,18.863636363636363,0,(0/6),0.0
57,Graduation,In-Relationship,21994.0,1,9,0,6,3,1,3,1,0,0,3,374.0,93.5,5.5,0,(0/6),0.0
36,Graduation,Married,57113.0,2,182,4,33,0,2,42,6,4,1,5,200.0,12.5,16.4375,0,(0/6),0.0
23,Graduation,Married,51373.0,0,83,2,101,64,26,117,1,3,5,3,318.0,26.5,32.75,0,(0/6),0.0
28,Graduation,Married,23477.0,1,38,15,54,3,8,29,3,3,0,4,581.0,58.1,14.7,0,(0/6),0.0
58,Graduation,Married,58116.0,1,228,19,130,4,11,51,2,3,3,8,378.0,23.625,27.6875,0,(0/6),0.0
51,PhD,Divorced,72968.0,0,1092,37,592,145,37,55,1,5,5,8,210.0,11.052631578947368,103.05263157894737,1,(2/6),33.33333333333333
43,Master,Married,39791.0,1,85,15,27,13,13,21,2,3,1,4,561.0,56.1,17.4,0,(0/6),0.0
67,Master,Single,91712.0,0,1276,24,746,94,29,48,0,9,7,11,160.0,5.925925925925926,82.11111111111111,1,(2/6),33.33333333333333
56,Graduation,Single,94472.0,1,1017,33,417,108,100,16,1,5,5,5,792.0,49.5,105.6875,1,(2/6),33.33333333333333
54,Graduation,In-Relationship,13672.0,2,6,2,9,2,1,5,2,1,0,3,674.0,112.33333333333333,4.166666666666667,0,(0/6),0.0
34,2n Cycle,Married,96547.0,0,448,21,125,52,101,62,0,7,6,8,652.0,31.047619047619047,38.523809523809526,1,(4/6),66.66666666666666
39,Graduation,Married,79205.0,0,504,23,117,179,28,44,1,6,5,4,301.0,18.8125,55.9375,1,(2/6),33.33333333333333
39,PhD,In-Relationship,56559.0,1,226,22,133,41,31,31,3,4,3,8,601.0,33.388888888888886,26.88888888888889,0,(0/6),0.0
41,PhD,Married,32644.0,1,239,3,141,0,7,23,4,7,1,6,310.0,17.22222222222222,22.944444444444443,1,(1/6),16.666666666666664
34,2n Cycle,Single,67506.0,1,90,38,67,33,36,67,1,4,1,6,784.0,65.33333333333333,27.583333333333332,0,(0/6),0.0
44,Graduation,Single,24206.0,1,7,2,8,3,2,3,1,1,0,3,140.0,28.0,5.0,0,(0/6),0.0
47,PhD,Divorced,28420.0,1,4,2,5,2,0,0,1,1,0,2,407.0,101.75,3.25,0,(0/6),0.0
44,Graduation,Married,22979.0,1,16,17,19,20,21,22,3,3,2,2,357.0,35.7,11.5,1,(1/6),16.666666666666664
48,Graduation,Single,33279.0,0,10,3,3,0,0,0,1,0,0,3,703.0,175.75,4.0,0,(0/6),0.0
42,Master,Single,46423.0,2,68,0,16,0,0,8,3,2,0,4,624.0,69.33333333333333,10.222222222222221,0,(0/6),0.0
37,Graduation,Married,30368.0,1,35,0,13,2,0,2,2,2,0,3,408.0,58.285714285714285,7.428571428571429,0,(0/6),0.0
44,Graduation,Married,63684.0,1,575,80,428,208,93,80,3,8,4,8,242.0,10.521739130434783,63.65217391304348,0,(0/6),0.0
50,Graduation,Divorced,41638.0,1,315,0,31,4,0,91,4,5,5,3,528.0,31.058823529411764,25.941176470588236,1,(1/6),16.666666666666664
55,PhD,Divorced,68805.0,1,182,2,49,17,13,20,1,3,1,7,623.0,51.916666666666664,23.583333333333332,0,(0/6),0.0
48,PhD,In-Relationship,65814.0,1,561,14,113,10,14,35,3,8,2,10,450.0,19.565217391304348,32.47826086956522,0,(0/6),0.0
56,Graduation,Divorced,71964.0,0,587,51,932,180,34,86,1,5,6,5,641.0,37.705882352941174,110.0,0,(0/6),0.0
28,Graduation,Single,39146.0,1,94,1,33,13,12,12,3,4,0,4,814.0,74.0,15.0,0,(0/6),0.0
37,Graduation,In-Relationship,96876.0,0,908,43,735,40,194,21,1,7,7,9,580.0,24.166666666666668,80.875,1,(4/6),66.66666666666666
33,Basic,Married,34445.0,0,228,122,122,208,129,30,6,11,2,8,608.0,22.51851851851852,31.074074074074073,0,(0/6),0.0
56,Graduation,Single,68281.0,0,995,112,417,42,48,41,1,2,9,13,563.0,22.52,66.2,1,(1/6),16.666666666666664
39,2n Cycle,Married,37284.0,2,11,1,2,2,1,6,1,0,0,3,214.0,53.5,5.75,0,(0/6),0.0
31,Graduation,Married,36790.0,0,3,3,14,15,21,10,1,2,1,2,765.0,127.5,11.0,1,(1/6),16.666666666666664
47,Graduation,In-Relationship,27943.0,2,12,1,16,4,1,3,3,2,0,3,260.0,32.5,4.625,0,(0/6),0.0
63,Graduation,Divorced,22263.0,2,17,0,2,0,0,2,2,1,0,3,573.0,95.5,3.5,0,(0/6),0.0
42,Graduation,In-Relationship,30261.0,3,8,0,5,0,3,6,1,0,0,3,282.0,70.5,5.5,0,(0/6),0.0
36,Graduation,In-Relationship,28587.0,1,22,4,17,12,10,13,3,2,0,4,267.0,29.666666666666668,8.666666666666666,0,(0/6),0.0
32,Master,Married,43815.0,1,14,10,29,4,7,15,1,2,0,3,621.0,103.5,13.166666666666666,0,(0/6),0.0
58,Graduation,Married,48195.0,2,106,27,68,52,7,5,6,4,2,5,249.0,14.647058823529411,15.588235294117647,0,(0/6),0.0
62,Master,Married,77027.0,1,820,57,242,45,0,11,2,8,3,6,597.0,31.42105263157895,61.8421052631579,0,(0/6),0.0
49,PhD,Married,71322.0,1,753,43,226,69,10,204,2,8,5,13,378.0,13.5,46.607142857142854,0,(0/6),0.0
35,Master,Married,32765.0,1,13,3,17,7,3,3,2,2,0,4,783.0,97.875,5.75,0,(0/6),0.0
49,Graduation,In-Relationship,29672.0,2,9,1,3,0,4,8,1,0,0,3,820.0,205.0,6.25,0,(0/6),0.0
61,Graduation,Divorced,23272.0,0,19,3,6,4,2,12,1,1,0,3,599.0,119.8,9.2,0,(0/6),0.0
65,Master,In-Relationship,49912.0,1,520,8,223,32,49,42,4,10,5,7,338.0,13.0,33.61538461538461,1,(2/6),33.33333333333333
29,2n Cycle,In-Relationship,7500.0,1,5,17,17,13,14,34,4,2,1,3,352.0,35.2,10.0,0,(0/6),0.0
67,PhD,Widow,68117.0,1,618,44,215,0,17,36,2,11,8,4,549.0,21.96,37.2,1,(2/6),33.33333333333333
59,Graduation,Married,67225.0,1,315,35,322,46,7,143,3,7,2,11,397.0,17.26086956521739,37.73913043478261,0,(0/6),0.0
38,Graduation,Married,17649.0,1,15,1,23,0,5,1,3,3,0,3,329.0,36.55555555555556,5.0,0,(0/6),0.0
39,Graduation,In-Relationship,55914.0,1,384,60,364,119,101,232,4,11,6,8,756.0,26.06896551724138,43.44827586206897,0,(0/6),0.0
30,Graduation,Married,40059.0,1,110,29,92,28,10,145,1,6,2,3,516.0,43.0,34.5,1,(1/6),16.666666666666664
64,Graduation,In-Relationship,60905.0,1,208,17,76,36,17,38,2,3,3,7,581.0,38.733333333333334,26.133333333333333,0,(0/6),0.0
37,Graduation,Married,75330.0,2,555,82,257,93,61,61,4,10,3,12,629.0,21.689655172413794,38.241379310344826,0,(0/6),0.0
63,Graduation,Single,60689.0,1,240,90,216,63,6,24,4,4,4,10,546.0,24.818181818181817,29.045454545454547,0,(0/6),0.0
30,Graduation,Married,38680.0,1,11,0,36,15,5,12,1,2,0,3,765.0,127.5,13.166666666666666,0,(0/6),0.0
32,Graduation,In-Relationship,61416.0,0,848,154,323,201,61,78,1,10,3,10,335.0,13.958333333333334,69.375,1,(1/6),16.666666666666664
23,Graduation,Single,49767.0,0,202,47,197,55,42,149,1,5,4,8,333.0,18.5,38.44444444444444,0,(0/6),0.0
44,Graduation,Single,83273.0,3,433,89,650,16,102,102,10,4,6,9,779.0,26.862068965517242,48.0,0,(0/6),0.0
33,Graduation,Married,29009.0,1,6,6,15,10,5,2,2,2,0,3,334.0,47.714285714285715,6.285714285714286,0,(0/6),0.0
35,Master,Married,45057.0,1,37,0,7,3,0,3,1,2,0,3,143.0,23.833333333333332,8.333333333333334,0,(0/6),0.0
43,Graduation,Married,37150.0,1,167,37,64,49,34,116,8,4,3,6,414.0,19.714285714285715,22.238095238095237,0,(0/6),0.0
44,Graduation,Single,43020.0,1,45,7,99,4,25,43,3,4,1,4,804.0,67.0,18.583333333333332,0,(0/6),0.0
55,Graduation,Married,53154.0,1,129,0,21,0,1,7,1,3,1,4,307.0,34.111111111111114,17.555555555555557,0,(0/6),0.0
41,Graduation,Married,65308.0,0,713,0,264,120,80,34,1,7,8,12,600.0,21.428571428571427,43.25,1,(2/6),33.33333333333333
44,Graduation,Single,76467.0,1,676,161,426,210,44,58,2,2,5,5,403.0,28.785714285714285,112.5,1,(1/6),16.666666666666664
67,2n Cycle,Married,81044.0,0,450,26,535,73,98,26,1,5,6,10,130.0,5.909090909090909,54.90909090909091,0,(0/6),0.0
63,Graduation,Married,32871.0,2,22,2,12,0,2,5,1,1,0,3,150.0,30.0,8.6,0,(0/6),0.0
39,Graduation,Single,55801.0,2,367,4,51,6,4,95,6,7,2,6,126.0,6.0,25.095238095238095,1,(1/6),16.666666666666664
55,Graduation,Widow,76320.0,1,526,35,214,69,53,35,2,6,3,4,590.0,39.333333333333336,62.13333333333333,0,(0/6),0.0
59,Master,Single,36927.0,2,51,0,16,0,0,4,2,3,0,3,754.0,94.25,8.875,0,(0/6),0.0
61,Graduation,In-Relationship,48794.0,2,25,0,11,3,0,15,1,1,0,3,466.0,93.2,10.8,0,(0/6),0.0
49,Graduation,Single,23478.0,0,28,6,27,12,17,39,1,3,0,3,663.0,94.71428571428571,18.428571428571427,0,(0/6),0.0
41,Graduation,Divorced,71128.0,1,958,159,447,20,0,31,3,2,10,12,530.0,19.62962962962963,59.81481481481482,0,(0/6),0.0
38,PhD,Divorced,70179.0,1,532,88,168,69,44,133,3,7,3,13,307.0,11.807692307692308,39.76923076923077,0,(0/6),0.0
64,Graduation,Married,59462.0,1,724,17,143,0,8,196,2,9,2,12,517.0,20.68,43.52,0,(0/6),0.0
45,Master,In-Relationship,50877.551426265585,2,375,42,48,94,66,96,7,4,10,4,370.0,14.8,28.84,0,(0/6),0.0
45,Graduation,In-Relationship,38361.0,1,39,0,56,20,8,14,3,3,1,3,656.0,65.6,13.7,0,(0/6),0.0
33,PhD,Single,56309.137931034486,1,23,0,15,0,2,7,2,3,0,3,809.0,101.125,5.875,0,(0/6),0.0
32,PhD,In-Relationship,70038.0,0,587,54,348,71,54,130,1,4,4,8,662.0,38.94117647058823,73.17647058823529,0,(0/6),0.0
36,Graduation,In-Relationship,42554.0,2,29,1,11,0,0,0,2,2,0,3,419.0,59.857142857142854,5.857142857142857,0,(0/6),0.0
40,Graduation,Married,67445.0,1,757,80,217,29,80,11,5,9,6,12,731.0,22.84375,36.6875,0,(0/6),0.0
63,Graduation,Widow,67046.0,1,544,35,133,23,151,107,2,4,5,4,208.0,13.866666666666667,66.2,0,(0/6),0.0
66,Graduation,Married,42192.0,0,40,15,15,17,6,7,1,2,1,3,376.0,53.714285714285715,14.285714285714286,0,(0/6),0.0
62,PhD,Married,77610.0,1,1245,33,332,21,33,16,2,4,7,4,451.0,26.529411764705884,98.82352941176471,0,(0/6),0.0
30,Graduation,Married,31761.0,1,19,1,20,16,14,28,2,3,0,4,309.0,34.333333333333336,10.88888888888889,0,(0/6),0.0
35,Graduation,In-Relationship,34350.0,1,16,3,15,2,1,11,1,1,0,3,410.0,82.0,9.6,0,(0/6),0.0
65,Graduation,In-Relationship,54591.0,1,376,4,94,12,9,24,3,6,2,8,658.0,34.63157894736842,27.31578947368421,0,(0/6),0.0
58,Graduation,Married,71866.0,1,184,178,178,103,39,33,1,6,3,10,480.0,24.0,35.75,0,(0/6),0.0
45,Graduation,Married,25293.0,1,15,0,11,0,2,9,1,1,1,2,265.0,53.0,7.4,0,(0/6),0.0
27,PhD,Single,42000.0,0,124,83,267,85,59,35,2,5,2,11,482.0,24.1,32.65,1,(1/6),16.666666666666664
31,Graduation,Married,69520.0,0,627,120,414,121,80,93,1,9,6,5,217.0,10.333333333333334,69.28571428571429,0,(0/6),0.0
44,Graduation,Divorced,64713.0,1,180,60,241,13,54,54,2,5,5,7,606.0,31.894736842105264,31.68421052631579,1,(1/6),16.666666666666664
37,Master,Married,27889.0,1,14,0,4,0,0,8,1,1,1,2,494.0,98.8,5.2,0,(0/6),0.0
54,Basic,Widow,22123.0,0,3,3,24,34,7,31,1,2,1,3,795.0,113.57142857142857,14.571428571428571,0,(0/6),0.0
43,Graduation,Married,50578.247510983565,2,71,1,16,0,0,9,4,2,1,3,377.0,37.7,9.7,0,(0/6),0.0
60,Master,In-Relationship,56480.96551724138,1,161,0,22,0,0,24,2,4,1,4,722.0,65.63636363636364,18.818181818181817,0,(0/6),0.0
41,Graduation,Married,27803.0,1,8,26,46,38,9,49,2,3,0,4,655.0,72.77777777777777,19.555555555555557,0,(0/6),0.0
59,Graduation,Single,56128.98674826399,1,264,0,21,12,6,147,3,6,1,5,365.0,24.333333333333332,30.0,0,(0/6),0.0
54,Graduation,Married,51651.0,1,293,6,23,13,6,92,4,6,2,5,621.0,36.529411764705884,25.470588235294116,0,(0/6),0.0
